name,neighborhood,avg_rating,#_of_ratings,avg_cost,cash_cards?,avg_cost_2
Carpe Diem Arte e Pesquisa - Cafetaria,Bairro Alto,4.0,37,15 € for two people (approx.),Cash only,15
Lanterna,Camarate,-,0,6 € for two people (approx.),Cash only,6
Alta Roda,São Domingos de Rana,3.5,13,15 € for two people (approx.),Cash and Debit Cards accepted,15
Tree Restaurante Vietnamita,Avenida da Liberdade,3.8,29,30 € for two people (approx.),Cash and Cards accepted,30
Cabana do Pescador,Costa da Caparica,2.6,51,30 € for two people (approx.),Cash and Cards accepted,30
Hamburgueria A Gina,Avenida da Liberdade,4.0,240,30 € for two people (approx.),Cash and Cards accepted,30
Restaurante Casa dos Arcos,Parede,3.6,16,24 € for two people (approx.),Cash and Cards accepted,24
Café Central Terplana,São Domingos de Rana,3.2,0,8 € for two people (approx.),Cash only,8
Moinhos de Rebanque,Negrais,-,1,30 € for two people (approx.),Cash only,30
Forneria,Parque das Nações,4.3,737,30 € for two people (approx.),Cash and Cards accepted,30
Ramos e Silva,Torres Vedras Centro,-,1,6 € for two people (approx.),Cash only,6
Doce Real,Príncipe Real,4.0,43,6 € for two people (approx.),Cash only,6
Cafetaria Sabores do Alentejo,Venteira,-,2,6 € for two people (approx.),Cash only,6
O Cantinho do Perdigão,Estoril,3.3,3,15 € for two people (approx.),Cash and Meal Coupons accepted,15
Mignon Sports Bar,Campo de Ourique,3.9,48,20 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,20
Na Desportiva,Queluz,3.1,4,6 € for two people (approx.),Cash only,6
Pastelaria Pilu,Alfornelos,-,0,8 € for two people (approx.),Cash only,8
Cafetaria do Museu Gulbenkian,Praça de Espanha,3.8,60,25 € for two people (approx.),Cash only,25
Wine Bar no Grau,Ericeira,3.5,24,30 € for two people (approx.) with alcohol,Cash only,30
Tasquinha do Lagarto,Campolide,4.5,"1,083",25 € for two people (approx.),Cash and Debit Cards accepted,25
Árvore das Patacas,Penha de França,3.1,4,30 € for two people (approx.),Cash only,30
Dom Tonho,Alcabideche,-,0,25 € for two people (approx.),Cash only,25
Maré Cheia,Montijo Centro,3.7,78,50 € for two people (approx.),Cash and Debit Cards accepted,50
O Beirão,Mina,3.4,10,24 € for two people (approx.),Cash and Debit Cards accepted,24
Smile Olival,Lapa-Estrela,3.6,10,15 € for two people (approx.),Cash only,15
Nova - Wine bar,Chiado,3.6,16,15 € for two people (approx.) with alcohol,Cash and Cards accepted,15
Famous Restaurante Tapas Bar,Cascais Centro,3.4,13,30 € for two people (approx.),Cash and Debit Cards accepted,30
Flower Power,Bairro Alto,3.3,48,20 € for two people (approx.),Cash and Cards accepted,20
O Barraco,Odivelas Centro,3.2,10,25 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,25
Jóia do Oeste,São Pedro da Cadeira,-,0,6 € for two people (approx.),Cash only,6
Com Sabores,Massamá,3.2,4,15 € for two people (approx.),Cash only,15
Duas Rodas,Famões,-,1,12 € for two people (approx.),Cash only,12
Divina Pizza,Odivelas Centro,4.2,773,25 € for two people (approx.),Cash and Debit Cards accepted,25
O Mira,São Pedro do Estoril,3.8,47,35 € for two people (approx.),Cash and Cards accepted,35
Mauricio's,Odivelas Centro,4.3,407,25 € for two people (approx.) with alcohol,Cash and Cards accepted,25
Casa de Chá Santa Isabel - Vicentinas,Rato,4.2,165,16 € for two people (approx.),Cash only,16
O Figueiredo,Caparica,3.8,28,20 € for two people (approx.),Cash and Cards accepted,20
Spot Café,Almada Centro,-,3,10 € for two people (approx.),Cash only,10
O Apuradinho,Campolide,3.6,16,50 € for two people (approx.),Cash and Cards accepted,50
São Miguel D' Alfama,Alfama,-,0,45 € for two people (approx.),Cash only,45
Bandeira,Santa Apolónia,3.4,5,6 € for two people (approx.),Cash only,6
Confeitaria Pampulha,Alcântara,2.8,13,15 € for two people (approx.),Cash and Debit Cards accepted,15
Grão d'Café,São Domingos de Rana,3.3,7,12 € for two people (approx.),Cash only,12
Bitoque da Carocha,Cascais Centro,-,0,12 € for two people (approx.),Cash and Debit Cards accepted,12
Meathology - Grill & Burguer,Areeiro,3.3,17,25 € for two people (approx.),Cash and Cards accepted,25
Cubata do Crossas,Cascais Centro,3.6,8,30 € for two people (approx.),Cash only,30
Os Magros,Póvoa de Santo Adrião,3.4,5,15 € for two people (approx.),Cash and Debit Cards accepted,15
Auxiliadora,Estoril,3.0,1,6 € for two people (approx.),Cash only,6
Alto da Formosa,Santa Cruz,3.3,5,15 € for two people (approx.),Cash and Debit Cards accepted,15
Churrasqueira Churco,Brandoa,3.3,7,15 € for two people (approx.),Cash only,15
Câmara Clara Café,Torres Vedras Centro,-,2,12 € for two people (approx.) with alcohol,Cash only,12
Le Canard,Prior Velho,2.9,15,16 € for two people (approx.),Cash and Cards accepted,16
Cozinha d'Avó Celeste,Baixa,-,1,25 € for two people (approx.),Cash and Debit Cards accepted,25
Lovely Kebab & Pizza,Queluz,-,0,14 € for two people (approx.),Cash only,14
A Máquina,Benfica,3.3,6,20 € for two people (approx.),Cash and Debit Cards accepted,20
Tasca da Avenida,Setubal Centro,4.0,64,40 € for two people (approx.),Cash and Debit Cards accepted,40
Pastelaria 1800,Rato,3.9,73,20 € for two people (approx.),Cash and Cards accepted,20
Páteo Velho - Ordem dos Médicos,Alvalade,3.9,28,50 € for two people (approx.),Cash and Cards accepted,50
Alcobaça,Sintra Centro,2.7,20,60 € for two people (approx.),Cash and Debit Cards accepted,60
Bica e Água,Praça de Espanha,3.5,19,30 € for two people (approx.),Cash and Debit Cards accepted,30
Papa Tudo,Rato,-,0,16 € for two people (approx.),Cash only,16
Tasca do Mercado,Arroios,4.0,250,20 € for two people (approx.),Cash and Cards accepted,20
Café Concerto - Fundação LIGA,Campo Grande,3.9,115,20 € for two people (approx.),Cash and Debit Cards accepted,20
Flor do Minho,Laranjeiro,3.5,11,30 € for two people (approx.),Cash only,30
Tailândia,Queluz,3.7,37,35 € for two people (approx.),Cash and Cards accepted,35
O Gama,Amoreiras,3.3,28,20 € for two people (approx.),Cash and Cards accepted,20
Nossa Lisboa,Arroios,3.8,80,15 € for two people (approx.),Cash and Debit Cards accepted,15
Sweet Coffee,Odivelas Centro,-,1,8 € for two people (approx.),Cash only,8
ABC Indoor Padel,Abrunheira,-,0,12 € for two people (approx.),Cash and Debit Cards accepted,12
O Caracol Imperial,São João da Talha,3.5,51,25 € for two people (approx.),Cash only,25
Casa Manuel Pessoa,Príncipe Real,4.0,38,30 € for two people (approx.),Cash only,30
O Marmitão,Olivais,-,0,8 € for two people (approx.),Cash and Debit Cards accepted,8
Sete Sóis,Mafra Centro,3.8,39,35 € for two people (approx.),Cash and Cards accepted,35
A Grade,Santa Iria da Azóia,3.5,11,20 € for two people (approx.),Cash and Cards accepted,20
Pizzaria Mozzarella,Setubal Centro,3.7,44,30 € for two people (approx.),Cash and Debit Cards accepted,30
Novo Capote,Setubal Centro,3.2,25,20 € for two people (approx.),Cash only,20
Be Happy Café,Costa da Caparica,3.6,6,12 € for two people (approx.),Cash only,12
Astrolábio - SANA Metropolitan,Entrecampos,3.8,13,50 € for two people (approx.),Cash and Cards accepted,50
Só Grelhados,Costa da Caparica,3.8,57,30 € for two people (approx.),Cash and Cards accepted,30
Brunch Me,Ericeira,4.4,245,20 € for two people (approx.),Cash and Debit Cards accepted,20
5a de Rana,Parede,3.9,87,15 € for two people (approx.),Cash only,15
Housemartins,Belas,3.4,4,15 € for two people (approx.),Cash only,15
Portugália Cervejaria Almirante Reis,Arroios,4.0,941,35 € for two people (approx.),Cash and Cards accepted,35
Cafetaria Museu do Oriente,Alcântara,3.4,6,10 € for two people (approx.),Cash and Cards accepted,10
Apolo 73,Moscavide,3.2,4,15 € for two people (approx.),Cash only,15
Bar Esplanada Xana,Parede,2.8,29,35 € for two people (approx.),Cash and Cards accepted,35
Xuxa Bar,Olivais,2.9,4,8 € for two people (approx.) with alcohol,Cash only,8
Laranja Lima,Algés,3.2,7,15 € for two people (approx.),Cash and Debit Cards accepted,15
Pizzaria Al Capone,Marvila,3.7,20,15 € for two people (approx.),Cash only,15
O Carinhas,São Pedro da Cadeira,3.6,12,25 € for two people (approx.),Cash and Cards accepted,25
Big Wine,Cascais Centro,-,2,20 € for two people (approx.) with alcohol,Cash and Cards accepted,20
Pastelaria Talismã,Benfica,2.9,31,25 € for two people (approx.),Cash and Debit Cards accepted,25
Mabuba,Saldanha,3.3,13,6 € for two people (approx.),Cash and Debit Cards accepted,6
Santos Paladares,Moita Centro,3.4,4,25 € for two people (approx.),Cash only,25
Bar 10A,Alvalade,3.5,28,20 € for two people (approx.) with alcohol,Cash only,20
Azul Profundo,Parque das Nações,3.6,17,15 € for two people (approx.),Cash and Cards accepted,15
Tasca do Elevador,Baixa,-,3,25 € for two people (approx.),Cash and Debit Cards accepted,25
O Tasco,Carnaxide,4.2,348,30 € for two people (approx.),Cash only,30
Panorama Bar - Sheraton Lisboa Hotel & Spa,Saldanha,4.6,215,35 € for two people (approx.) with alcohol,Cash and Cards accepted,35
Scala,Venda Nova,3.7,24,10 € for two people (approx.),Debit Cards accepted,10
Cochinchina,Rato,3.9,147,40 € for two people (approx.),Cash and Debit Cards accepted,40
Tasca Phina,Alvalade,4.0,58,25 € for two people (approx.) with alcohol,Cash and Cards accepted,25
Pastelaria Malvarosa,Alverca do Ribatejo,3.5,16,6 € for two people (approx.),Cash only,6
O Abrigo,Penha de França,4.0,62,20 € for two people (approx.),Cash and Debit Cards accepted,20
Sapporo,Torres Vedras Centro,-,0,20 € for two people (approx.),Cash and Cards accepted,20
A Luizinha ,Rio de Mouro,-,0,20 € for two people (approx.),Cash and Cards accepted,20
Pastelaria Silvania,Camarate,-,1,12 € for two people (approx.),Debit Cards accepted,12
Tara Perdida,Bobadela,3.5,7,15 € for two people (approx.),Debit Cards accepted,15
Costa do Malabar,Arroios,4.1,193,20 € for two people (approx.),Cash and Debit Cards accepted,20
Quiosque da Ribeira das Naus,Cais do Sodré,4.0,280,10 € for two people (approx.),Cash and Cards accepted,10
Petiscos Amândius,Campo Pequeno,-,0,16 € for two people (approx.),Cash and Debit Cards accepted,16
Páteo das Cantigas,Olivais,3.1,4,25 € for two people (approx.),Cash and Cards accepted,25
Dâmaso,Alvalade,2.8,20,15 € for two people (approx.),Cash and Debit Cards accepted,15
O Tabuleiro,Telheiras,3.6,33,35 € for two people (approx.),Cash and Cards accepted,35
O Canto da Varanda,Rio de Mouro,3.4,5,18 € for two people (approx.),Cash and Debit Cards accepted,18
O Mimo de Benfica,São Domingos de Benfica,2.9,4,8 € for two people (approx.),Cash only,8
Retiro do Volante,Mafra Centro,3.7,27,20 € for two people (approx.),Cash and Cards accepted,20
Restaurante Ti' Piedade,Póvoa de Santa Iria,3.6,28,30 € for two people (approx.),Cash only,30
Darema Waffle Bubble,Brandoa,3.6,11,8 € for two people (approx.),Cash and Debit Cards accepted,8
Petiscardo,Bairro Alto,3.3,4,25 € for two people (approx.),Cash and Debit Cards accepted,25
O Cantinho do Volante,Palmela Centro,-,1,25 € for two people (approx.),Cash and Cards accepted,25
Graça Araújo Bolos & Chocolate,Restelo,3.8,22,5 € for two people (approx.),Cash and Cards accepted,5
O Grão d'Café,Pinhal Novo,-,2,8 € for two people (approx.),Cash only,8
O Gaveto,Areeiro,3.0,2,6 € for two people (approx.),Cash only,6
João da Vila Velha,Mafra Centro,4.2,175,30 € for two people (approx.),Cash and Debit Cards accepted,30
O Lopes,São João do Estoril,3.7,19,16 € for two people (approx.),Cash only,16
A Maravilha,São Domingos de Rana,3.2,0,15 € for two people (approx.),Cash only,15
AURA Lisboa,Baixa,4.2,197,60 € for two people (approx.),Cash and Cards accepted,60
VáVá Pastelaria Café & Steakhouse,Alvalade,3.5,26,25 € for two people (approx.),Cash and Cards accepted,25
O Paco - Pastelaria,Praça de Espanha,3.4,10,15 € for two people (approx.),Cash and Cards accepted,15
Floresta de Sant'ana,Pena,3.6,32,20 € for two people (approx.),Cash only,20
Docelândia,Marquês de Pombal,3.8,15,8 € for two people (approx.),Cash only,8
Saboro,Costa da Caparica,3.7,85,25 € for two people (approx.),Cash only,25
Casa da Pizza - Romeira,Almada Centro,4.3,240,25 € for two people (approx.),Cash and Cards accepted,25
Ulysses Speakeasy,Alfama,-,1,20 € for two people (approx.) with alcohol,Cash only,20
Lisboa Há Mesa,Rossio,3.7,35,40 € for two people (approx.),Cash and Cards accepted,40
Mimo,Penha de França,-,3,6 € for two people (approx.),Cash only,6
Kate-Kero,Mem Martins,-,2,8 € for two people (approx.),Cash only,8
Sushi'n Eden,Massamá,4.4,506,45 € for two people (approx.),Cash only,45
Café Cervejaria Central,Porto Salvo,-,1,15 € for two people (approx.),Cash only,15
Dear Breakfast,São Bento,4.2,453,15 € for two people (approx.),Cash and Debit Cards accepted,15
O Pirata,São João,3.7,16,20 € for two people (approx.),Cash and Cards accepted,20
Vilalvense,Caparica,-,0,6 € for two people (approx.),Cash only,6
Mistura Sabores,São João,-,0,20 € for two people (approx.),Cash only,20
Restaurante O Transmontano,Oeiras e São Julião da Barra,3.9,39,30 € for two people (approx.),Cash only,30
Sete Colinas,Campolide,-,0,36 € for two people (approx.),Cash and Cards accepted,36
Limiana,Arroios,3.2,2,8 € for two people (approx.),Cash only,8
Pastelaria Princesa,São João do Estoril,2.9,6,6 € for two people (approx.),Cash and Cards accepted,6
Pastelaria O Galão,Olivais,3.0,1,6 € for two people (approx.),Cash only,6
O Pepe,Pena,3.6,13,25 € for two people (approx.),Cash only,25
Rubi - Pastelaria,Pontinha,3.2,4,10 € for two people (approx.),Cash only,10
Petiscaria do Maçãs - Steakhouse,Colares,3.9,48,40 € for two people (approx.),Cash and Cards accepted,40
Sal e Açúcar,Campo Pequeno,3.3,5,16 € for two people (approx.),Cash and Debit Cards accepted,16
O Avelino,Baixa da Banheira,-,2,20 € for two people (approx.),Cash and Debit Cards accepted,20
Chafariz do Vinho,Príncipe Real,4.0,91,40 € for two people (approx.),Cash and Cards accepted,40
Radhuni,Mouraria,3.2,7,15 € for two people (approx.),Cash and Cards accepted,15
Ponte da Bica,Ramada,-,1,8 € for two people (approx.),Cash only,8
Os Pneus,Santo Antão do Tojal,3.9,57,25 € for two people (approx.),Cash and Cards accepted,25
Bella Napoli,Almada Centro,3.7,34,25 € for two people (approx.),Cash and Debit Cards accepted,25
Bica No Campo,Aldeia do Meco,3.5,8,12 € for two people (approx.),Cash only,12
Gold Shisha bar,Parque das Nações,3.6,24,12 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,12
Mercearia 28,São Bento,3.4,5,8 € for two people (approx.),Cash and Cards accepted,8
Black Vanilla,Sintra Centro,3.7,14,12 € for two people (approx.),Cash and Cards accepted,12
Café Beatriz,Brandoa,-,1,6 € for two people (approx.),Cash only,6
Palmeiras,Massamá,2.9,3,8 € for two people (approx.),Cash only,8
O Cartaxeiro,Caneças,3.8,97,25 € for two people (approx.),Cash and Cards accepted,25
Tasquinha da Isilda,Mouraria,3.6,9,5 € for two people (approx.),Cash only,5
Quiosque Portas do Sol,Alfama,3.7,51,10 € for two people (approx.),Cash only,10
Churrasqueira Xapa Quente,Prior Velho,-,0,16 € for two people (approx.),Cash and Cards accepted,16
Rosita - Powered by Cookoo,São Domingos de Benfica,3.8,22,20 € for two people (approx.),Cash and Cards accepted,20
Cantinho do Jardim,Pero Pinheiro,-,0,8 € for two people (approx.),Cash only,8
Confeitaria Marquês de Pombal,Marquês de Pombal,3.8,93,6 € for two people (approx.),Cash and Cards accepted,6
Café Machial,Ericeira,-,0,6 € for two people (approx.),Cash only,6
O Barril,Vila Franca de Xira Centro,3.8,21,30 € for two people (approx.),Cash only,30
Churrasqueira Soutosa,Marvila,3.2,0,20 € for two people (approx.),Cash only,20
Banquisa,Algés,3.5,13,15 € for two people (approx.),Cash and Debit Cards accepted,15
Tasca da Fatinha,Setubal Centro,4.1,230,40 € for two people (approx.),Cash and Cards accepted,40
Café Mercado,Olivais,-,1,15 € for two people (approx.),Cash only,15
Royal,Marvila,-,2,20 € for two people (approx.),Cash only,20
Taberna 132 - behotelisboa,Baixa,-,3,30 € for two people (approx.),Cash and Cards accepted,30
Bodega 150 - Bar & Pizza,Vila Franca de Xira Centro,3.9,90,30 € for two people (approx.),Cash only,30
Boba Garden,Setubal Centro,3.3,14,20 € for two people (approx.),Cash only,20
Cake & Canela,Moscavide,3.4,9,6 € for two people (approx.),Cash and Debit Cards accepted,6
O Queque,Paço de Arcos,3.9,50,20 € for two people (approx.),Cash and Cards accepted,20
Smiling Bubbles,Odivelas Centro,-,3,15 € for two people (approx.),Cash only,15
Odimar,Odivelas Centro,3.4,3,20 € for two people (approx.),Cash only,20
