name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Pizza da Quinta,Quinta do Conde,3.8,77,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
A Foca,Barreiro Centro,3.5,14,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Tasca da Lota,Sarilhos Grandes,3.4,7,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Doner Kebab,São João do Estoril,2.7,12,15 € for two people (approx.),15,Cash and Cards accepted,type1,Quick Bites
GoloDisse,Carnide,3.6,25,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Quick Bites
Café Belga,Mouraria,3.6,26,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Hamburgueria Fidalgo - Moinho Pequeno,Barreiro Centro,4.0,430,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
Pastelaria Doca,Montijo Centro,3.3,10,8 € for two people (approx.),8,Cash and Cards accepted,type1,Pastry Shop
Mini Bar,Arroios,3.3,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Zêzere,Marvila,-,2,15 € for two people (approx.),15,Cash only,type1,Casual Dining
Popular da Bica,Cais do Sodré,3.6,12,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Snack Bar
Wok Nagasaki,Praça de Espanha,2.5,211,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
O Catita,Ericeira,-,2,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Snack Bar
Bela Vista,Carcavelos,3.7,24,22 € for two people (approx.),22,Cash and Cards accepted,type1,Casual Dining
Eclipse Bar,Bairro Alto,3.9,58,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,type1,Bar
Na Onda Restaurante Bar,Ericeira,4.0,58,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Brasília,Cais do Sodré,3.6,20,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Snack Bar
TRAZVINHO,Barreiro Centro,3.7,19,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Á La Carte Sushi Bar,Mem Martins,3.5,11,16 € for two people (approx.),16,Cash and Cards accepted,type1,Casual Dining
Saboreia Chá e Café,Telheiras,3.0,32,20 € for two people (approx.),20,Cash only,type1,Tea Room
Café Sobramesa,Almada Centro,4.2,110,4 € for two people (approx.),4,Cash and Debit Cards accepted,type1,Food Court
Stop,Carnaxide,-,2,14 € for two people (approx.),14,Cash and Cards accepted,type1,Casual Dining
A Padaria,Paço de Arcos,-,2,8 € for two people (approx.),8,Cash only,type1,Bakery
A Monarca,Mem Martins,3.2,4,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Snack Bar
Sushi Delicia,Alta de Lisboa,3.7,38,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Café da Ponte,Colares,3.5,9,12 € for two people (approx.),12,Cash only,type1,Pastry Shop
ANL Cocktail Bar & Kaffee,Alcântara,-,0,25 € for two people (approx.),25,Cash only,type1,Casual Dining
O Infante - VIP Executive Zurique,Entrecampos,3.2,1,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Pérola de Palma,São Domingos de Benfica,2.6,27,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Quick Bites
Doce Café,Odivelas Centro,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Milénio,Venteira,3.3,6,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
O Nosso Pub,Almada Centro,-,3,14 € for two people (approx.) with alcohol,14,Cash and Debit Cards accepted,type1,Bar
Doce Albatroz,Parede,3.9,53,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Pastry Shop
Apache,Pena,3.8,164,16 € for two people (approx.),16,Cash only,type1,Snack Bar
Ka Sushi Cave,Cascais Centro,3.8,22,60 € for two people (approx.),60,Cash and Debit Cards accepted,type1,Casual Dining
Bar do Cais,Cais do Sodré,3.7,36,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,type1,Bar
Deguste Café,São Marcos,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
A Braseira,Ramada,3.3,4,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,
O Cantinho,Linda-a-Velha,3.5,20,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Novas Nações,Anjos,3.8,27,12 € for two people (approx.),12,Cash only,type1,Snack Bar
Doce Transmontano,Carcavelos,3.6,40,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Bolachas e Chocolate,Benfica,4.0,53,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
O Cantinho,Campolide,3.0,4,10 € for two people (approx.),10,Cash only,type1,Pastry Shop
Pastelaria D'Mel,Mina,3.3,5,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
O Buraquinho,Buraca,3.6,12,12 € for two people (approx.),12,Cash and Cards accepted,type1,Snack Bar
São Bernardo,Alcântara,4.0,66,24 € for two people (approx.),24,Cash and Debit Cards accepted,type1,Casual Dining
Casa Adão,Cacém,2.9,5,20 € for two people (approx.),20,Cash and Cards accepted,type1,Snack Bar
Big Kebab House,São Domingos de Benfica,3.6,24,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Quick Bites
Polpetta - Almondegaria Artesanal,Arroios,4.6,"1,523",25 € for two people (approx.),25,Debit Cards accepted,type1,Casual Dining
Geração ao Rubro,Oeiras e São Julião da Barra,-,1,6 € for two people (approx.),6,Debit Cards accepted,type1,Snack Bar
Puro Café,Penha de França,-,2,12 € for two people (approx.),12,Cash only,type1,Snack Bar
Café Pop,Benfica,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Café S. Jorge,Corroios,-,1,6 € for two people (approx.),6,Cash and Cards accepted,type1,Pastry Shop
Wasp Bar,Bairro Alto,3.2,10,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,type1,Bar
Gourmet Café,Saldanha,3.0,16,15 € for two people (approx.),15,Cash only,type1,Food Court
Tasco do Rato,Quinta do Anjo,-,3,14 € for two people (approx.),14,Cash only,type1,Bar
Pão Doce,Saldanha,3.8,37,14 € for two people (approx.),14,Cash and Debit Cards accepted,type1,Pastry Shop
Qura,Campo de Ourique,4.3,104,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
O Cantinho da Tia,São João da Talha,3.2,6,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
TejoàVista,Parque das Nações,3.8,39,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Cantinho do Custódio,Mouraria,3.3,2,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Pizzeria Antonio Mezzero,Saldanha,2.6,51,40 € for two people (approx.),40,Cash only,type1,Casual Dining
Petisco do Bairro,Caxias,-,3,10 € for two people (approx.),10,Cash only,type1,Casual Dining
Ti Cândida,Loures Centro,-,3,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Restaurante do Operário,Santa Apolónia,3.5,13,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Sabores Africanos,Odivelas Centro,-,0,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
Nómada,Campo Pequeno,4.9,"1,483",70 € for two people (approx.),70,Cash and Cards accepted,type1,Casual Dining
Al.ma,Setubal Centro,4.0,45,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Letras e Caretas,Barcarena,3.6,14,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Chutnify - Bairro Azul,Praça de Espanha,4.2,228,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Gelataria Italiana Monalisa Caparica,Costa da Caparica,3.8,86,8 € for two people (approx.),8,Cash and Cards accepted,type1,Ice-cream Shop
No13 Lisboa,Cais do Sodré,3.7,11,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Café
Boutique de Pão Arriaga,Queluz,3.2,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Taberna Oporto,Carcavelos,4.1,131,20 € for two people (approx.),20,Cards only,type1,Casual Dining
Sport Bar,São Brás,3.0,1,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Ponto de Encontro,Brandoa,3.3,5,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Tia Bé,Amora,4.0,101,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
O Carvoeiro,Santa Apolónia,2.8,7,14 € for two people (approx.),14,Cash only,type1,Casual Dining
O Rolhas,Belém,2.8,12,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
SushiRiver - Sushi & Cocktails,Setubal Centro,2.6,88,45 € for two people (approx.),45,Cash only,type1,Casual Dining
Dalí Cozinha Surreal,Campo de Ourique,3.9,16,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Atelier dos Sabores,Corroios,-,3,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Rosmaninho Arte & Aromas,Algés,3.9,68,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Flavour,Sobreda,2.3,96,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Cooks - My Favourite Food,Parque das Nações,3.8,53,18 € for two people (approx.),18,Cash and Cards accepted,type1,Casual Dining
A Lenita,Areeiro,-,2,6 € for two people (approx.),6,Cash only,type1,Quick Bites
Mimos & Mimosas,Torres Vedras Centro,3.4,7,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Snack Bar
Churrasqueira Picante,Prior Velho,3.6,14,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Café Carvalho,Alcabideche,3.1,1,5 € for two people (approx.),5,Cash only,type1,Snack Bar
Pangzi Mianguan,Mouraria,4.0,51,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Bom Churrasco,Reboleira,3.4,5,9 € for two people (approx.),9,Cash and Debit Cards accepted,type1,
San-Cita,Entrecampos,3.5,6,18 € for two people (approx.),18,Cash only,type1,Quick Bites
C.C.D,Oeiras e São Julião da Barra,-,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
El Ultimo Tango,Bairro Alto,3.8,46,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Pastelaria Sorraia,Olivais,3.0,18,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Café do Ponto,Torres Vedras Centro,-,2,6 € for two people (approx.),6,Cash only,type1,Kiosk
Pano de Boca,Praça de Espanha,4.0,242,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
A Tábua,Paio Pires,3.8,32,45 € for two people (approx.),45,Cash and Cards accepted,type1,Casual Dining
Pastelaria Ricochete,Carnide,3.4,14,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Cristal,Lapa-Estrela,3.8,35,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Doces Teresa Pyrrait,Campo de Ourique,3.9,19,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Dessert Parlor
Bella Pasta,Baixa,3.4,7,22 € for two people (approx.),22,Cash and Cards accepted,type1,Casual Dining
Pastelaria São José,Pontinha,3.5,10,5 € for two people (approx.),5,Cash only,type1,Pastry Shop
Mimosa do Parque,Rato,3.4,13,15 € for two people (approx.),15,Cash only,type1,Casual Dining
Café & Emoções,Corroios,-,2,18 € for two people (approx.),18,Cash only,type1,Pastry Shop
Ponto de Encontro,Odivelas Centro,-,0,12 € for two people (approx.),12,Cash only,type1,Snack Bar
República do Frango,Costa da Caparica,2.9,10,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Scale - Epic SANA Lisboa Hotel,Rato,3.8,15,20 € for two people (approx.),20,Cash only,type1,Quick Bites
Tasca do Ti Jaime,Montijo Centro,-,1,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Snack Bar
Forno Velho,Avenida da Liberdade,3.6,48,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Ginginha do Bocage,Setubal Centro,-,0,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Novo Milénio,Santa Cruz,-,3,8 € for two people (approx.),8,Cash and Cards accepted,type1,Pastry Shop
100 Nome,Carnide,-,1,10 € for two people (approx.),10,Cash and Cards accepted,type1,Snack Bar
Novo Horizonte Algés,Algés,3.1,6,25 € for two people (approx.),25,Cash and Cards accepted,type1,Snack Bar
O Tunel,Sintra Centro,3.8,25,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Sete & Meio,Pena,3.7,31,21 € for two people (approx.) with alcohol,21,Cash and Cards accepted,type1,Wine Bar
Pão Fresco,São Domingos de Rana,3.2,0,5 € for two people (approx.),5,Cash only,type1,Snack Bar
Associação Naval de Lisboa,Belém,3.8,83,60 € for two people (approx.),60,Cash and Cards accepted,type1,Fine Dining
Tease,Príncipe Real,4.4,824,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Dessert Parlor
Babete Restaurant...e...?,Chiado,2.9,16,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Casa dos Pasteis,Setubal Centro,3.5,6,6 € for two people (approx.),6,Debit Cards accepted,type1,Pastry Shop
GiraMundo,Cacém,3.0,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Marcelo's Restaurante,Campo Pequeno,-,2,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Snack Bar
Bagel Side,Oeiras e São Julião da Barra,3.8,37,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Quick Bites
Encosta de São Marcos,São Marcos,3.4,7,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Tic-Tic,Sesimbra Centro,3.4,11,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
5a Avenida,Carcavelos,3.6,19,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Derby,Telheiras,3.8,120,16 € for two people (approx.),16,Cash only,type1,Casual Dining
Cais de Belém,Belém,3.6,20,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Aurora - All Day Dinning,São Bento,3.7,8,34 € for two people (approx.),34,Cash and Cards accepted,type1,Casual Dining
NATA Lisboa - Cascais,Cascais Centro,4.0,60,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Montrigo,Penha de França,-,0,5 € for two people (approx.),5,Cash only,type1,Pastry Shop
Retiro do Gil,São Domingos de Benfica,3.6,48,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Frei Papinhas,Alfama,2.8,16,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
O Rouxinol,Rio de Mouro,3.7,63,35 € for two people (approx.),35,Cards only,type1,Casual Dining
Kais Bar,Santa Cruz,3.8,28,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,type1,Bar
O Cantinho da Maria,Campo de Ourique,3.2,2,20 € for two people (approx.),20,Cash only,type1,Casual Dining
A Tasca do Zé Russo,Marvila,3.4,100,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Buenos Aires,Ramada,-,3,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
O Tábuas,Rossio,2.7,25,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
O Chico do Murtal,Parede,3.5,50,20 € for two people (approx.),20,Cash only,type1,Snack Bar
O Patê,Campolide,2.8,7,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
Miralgo,Silveira,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Croqueteria,Cais do Sodré,4.2,436,15 € for two people (approx.),15,Cash and Cards accepted,type1,Food Court
Divina Gula,Caparica,3.0,4,14 € for two people (approx.) with alcohol,14,Cash only,type1,Bar
Prático & Discreto,Oeiras e São Julião da Barra,3.2,5,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Avenida Caffe,Santa Cruz,3.7,20,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Pastry Shop
River Lounge Restaurante - Myriad by SANA Hotels,Parque das Nações,4.4,129,90 € for two people (approx.),90,Cash and Cards accepted,type1,Fine Dining
Cervejaria 7 Janelas,Ericeira,4.1,116,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
O Canhoto,São João do Estoril,3.8,30,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Barrote,Odivelas Centro,-,3,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
Sol Ponte,Penha de França,3.7,27,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
Bela - Vinhos e Petiscos,Alfama,4.0,132,48 € for two people (approx.),48,Cash only,type1,Casual Dining
Cafetaria Alfacinha,Praça de Espanha,3.5,9,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Snack Bar
Restaurante Padaria,Sesimbra Centro,-,3,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
O Cantinho Beirão,Pena,3.2,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Brasília,Póvoa de Santo Adrião,-,1,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Hokkaido,Campo de Ourique,2.8,200,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Café Raclete,São João,3.6,12,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Casa Rey,Venteira,3.4,10,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
The Original - Nut Shop,Feijó,3.9,48,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Kiosk
